UNIPROT,GENE
Q6P1Q0,LETMD1
Q6P1Q9,METTL2B
Q6P1R4,DUS1L
Q6P1X5,TAF2
Q6P2D8,XRRA1
Q6P2E9,EDC4
Q6P2I7,EBLN2
Q6P2M8,PNCK
Q6P2P2,PRMT9
Q6P3R8,NEK5
Q6P3S1,DENND1B
Q6P3V2,ZNF585A
Q6P3W7,SCYL2
Q6P461,ACSM6
Q6P4A8,PLBD1
Q6P597,KLC3
Q6P5Z2,PKN3
Q6P6B7,ANKRD16
Q6P6C2,ALKBH5
Q6P996,PDXDC1
Q6P9A1,ZNF530
Q6P9A2,GALNT18
Q6P9A3,ZNF549
Q6P9B6,MEAK7
Q6P9G0,CYB5D1
Q6P9H4,CNKSR3
Q6P9H5,GIMAP6
Q6PCB0,VWA1
Q6PCB6,ABHD17C
Q6PCB7,SLC27A1
Q6PCD5,RFWD3
Q6PCE3,PGM2L1
Q6PD62,CTR9
Q6PDB4,ZNF880
Q6PEW0,PRSS54
Q6PF04,ZNF613
Q6PG37,ZNF790
Q6PHR2,ULK3
Q6PHW0,IYD
Q6PI26,SHQ1
Q6PI48,DARS2
Q6PID6,TTC33
Q6PID8,KLHDC10
Q6PIF6,MYO7B
Q6PII5,HAGHL
Q6PIS1,SLC23A3
Q6PIU1,KCNV1
Q6PIW4,FIGNL1
Q6PIY7,TENT2
Q6PJE2,POMZP3
Q6PJP8,DCLRE1A
Q6PJQ5,FOXR2
Q6PK18,OGFOD3
Q6PK81,ZNF773
Q6PKX4,DOK6
Q6PL18,ATAD2
Q6PL24,TMED8
Q6PML9,SLC30A9
Q6PXP3,SLC2A7
Q6Q0C1,SLC25A47
Q6Q4G3,LVRN
Q6QEF8,CORO6
Q6QHK4,FIGLA
Q6QNK2,ADGRD1
Q6R2W3,ZBED9
Q6RFH5,WDR74
Q6RI45,BRWD3
Q6S545,POTEH
Q6S8J3,POTEE
Q6SA08,TSSK4
Q6STE5,SMARCD3
Q6T310,RASL11A
Q6TDP4,KLHL17
Q6TFL4,KLHL24
Q6TGC4,PADI6
Q6U841,SLC4A10
Q6UB28,METAP1D
Q6UB35,MTHFD1L
Q6UB98,ANKRD12
Q6UB99,ANKRD11
Q6UVM3,KCNT2
Q6UVY6,MOXD1
Q6UW02,CYP20A1
Q6UW15,REG3G
Q6UW63,POGLUT2
Q6UWJ1,TMCO3
Q6UWM5,GLIPR1L1
Q6UWM7,LCTL
Q6UWR7,ENPP6
Q6UWU2,GLB1L
Q6UWV6,ENPP7
Q6UWX4,HHIPL2
Q6UWY0,ARSK
Q6UWY2,PRSS57
Q6UX07,DHRS13
Q6UX15,LAYN
Q6UX41,BTNL8
Q6UX53,METTL7B
Q6UXB8,PI16
Q6UXC1,MAMDC4
Q6UXD5,SEZ6L2
Q6UXE8,BTNL3
Q6UXG8,BTNL9
Q6UXH1,CRELD2
Q6UXH9,PAMR1
Q6UXI7,VIT
Q6UXK2,ISLR2
Q6UXK5,LRRN1
Q6UXM1,LRIG3
Q6UXN2,TREML4
Q6UXN8,CLEC9A
Q6UXP3,TMEM14EP
Q6UXY1,BAIAP2L2
Q6UXZ3,CD300LD
Q6UXZ4,UNC5D
Q6UY01,LRRC31
Q6UY11,DLK2
Q6UY18,LINGO4
Q6V0I7,FAT4
Q6V0L0,CYP26C1
Q6V1P9,DCHS2
Q6V1X1,DPP8
Q6V9R5,ZNF562
Q6VN20,RANBP10
Q6W3E5,GDPD4
Q6W5P4,NPSR1
Q6WCQ1,MPRIP
Q6WRI0,IGSF10
Q6X9E4,FBXW12
Q6XE24,RBMS3
Q6XPR3,RPTN
Q6XPS3,TPTE2
Q6XQN6,NAPRT
Q6XYQ8,SYT10
Q6XZF7,DNMBP
Q6Y288,B3GLCT
Q6Y2X3,DNAJC14
Q6YHK3,CD109
Q6YP21,KYAT3
Q6ZMD2,SPNS3
Q6ZMJ2,SCARA5
Q6ZMJ4,IL34
Q6ZMN8,CCNI2
Q6ZMP0,THSD4
Q6ZMT1,STAC2
Q6ZMU5,TRIM72
Q6ZMV8,ZNF730
Q6ZMV9,KIF6
Q6ZMW3,EML6
Q6ZMY6,WDR88
Q6ZN06,ZNF813
Q6ZN16,MAP3K15
Q6ZN19,ZNF841
Q6ZN32,ETV3L
Q6ZN44,UNC5A
Q6ZN55,ZNF574
Q6ZN57,ZFP2
Q6ZN66,GBP6
Q6ZNA1,ZNF836
Q6ZNA5,FRRS1
Q6ZNG0,ZNF620
Q6ZNG1,ZNF600
Q6ZNH5,ZNF497
Q6ZNJ1,NBEAL2
Q6ZNL6,FGD5
Q6ZQW0,IDO2
Q6ZQY2,LRRC74B
Q6ZQY3,GADL1
Q6ZR08,DNAH12
Q6ZR37,PLEKHG7
Q6ZR52,ZNF493
Q6ZRF8,RNF207
Q6ZRI8,ARHGAP36
Q6ZRV2,FAM83H
Q6ZS10,CLEC17A
Q6ZS27,ZNF662
Q6ZS30,NBEAL1
Q6ZS81,WDFY4
Q6ZS86,GK5
Q6ZSI9,CAPN12
Q6ZSZ6,TSHZ1
Q6ZT07,TBC1D9
Q6ZT89,SLC25A48
Q6ZT98,TTLL7
Q6ZTA4,TRIM67
Q6ZTQ4,CDHR3
Q6ZUT3,FRMD7
Q6ZUT9,DENND5B
Q6ZV29,PNPLA7
Q6ZV70,LANCL3
Q6ZV73,FGD6
Q6ZVM7,TOM1L2
Q6ZVN8,HJV
Q6ZVT0,TTLL10
Q6ZW31,SYDE1
Q6ZWH5,NEK10
Q6ZWL3,CYP4V2
Q6ZXV5,TMTC3
Q709F0,ACAD11
Q70E73,RAPH1
Q70EL2,USP45
Q70IA8,MOB3C
Q70J99,UNC13D
Q70Z35,PREX2
Q70Z44,HTR3D
Q75N90,FBN3
Q75V66,ANO5
Q765P7,MTSS2
Q76B58,BRINP3
Q76FK4,NOL8
Q76KX8,ZNF534
Q76LX8,ADAMTS13
Q76NI1,KNDC1
Q7KYR7,BTN2A1
Q7KZ85,SUPT6H
Q7KZF4,SND1
Q7L014,DDX46
Q7L0J3,SV2A
Q7L0Y3,TRMT10C
Q7L1I2,SV2B
Q7L1Q6,BZW1
Q7L1T6,CYB5R4
Q7L1W4,LRRC8D
Q7L211,ABHD13
Q7L266,ASRGL1
Q7L273,KCTD9
Q7L2E3,DHX30
Q7L2J0,MEPCE
Q7L2R6,ZNF765
Q7L3B6,CDC37L1
Q7L3T8,PARS2
Q7L591,DOK3
Q7L592,NDUFAF7
Q7L5D6,GET4
Q7L5Y1,ENOSF1
Q7L622,G2E3
Q7L7V1,DHX32
Q7L8C5,SYT13
Q7L8S5,OTUD6A
Q7L8W6,DPH6
Q7L945,ZNF627
Q7L985,LINGO2
Q7L9B9,EEPD1
Q7L9L4,MOB1B
Q7LBC6,KDM3B
Q7LBR1,CHMP1B
Q7LFX5,CHST15
Q7LGA3,HS2ST1
Q7RTR0,NLRP9
Q7RTR2,NLRC3
Q7RTS7,KRT74
Q7RTV2,GSTA5
Q7RTX1,TAS1R1
Q7RTY3,PRSS45P
Q7RTY7,OVCH1
Q7RTY8,TMPRSS7
Q7Z2E3,APTX
Q7Z2G1,H2BW1
Q7Z2K6,ERMP1
Q7Z2Q7,LRRC70
Q7Z2T5,TRMT1L
Q7Z2W4,ZC3HAV1
Q7Z2Y5,NRK
Q7Z2Z2,EFL1
Q7Z304,MAMDC2
Q7Z333,SETX
Q7Z340,ZNF551
Q7Z353,HDX
Q7Z398,ZNF550
Q7Z3D4,LYSMD3
Q7Z3D6,DGLUCY
Q7Z3J3,RGPD4
Q7Z3V4,UBE3B
Q7Z3V5,ZNF571
Q7Z3Y7,KRT28
Q7Z3Z3,PIWIL3
Q7Z401,DENND4A
Q7Z407,CSMD3
Q7Z408,CSMD2
Q7Z410,TMPRSS9
Q7Z418,KCNK18
Q7Z419,RNF144B
Q7Z449,CYP2U1
Q7Z478,DHX29
Q7Z4H3,HDDC2
Q7Z4H8,POGLUT3
Q7Z4I7,LIMS2
Q7Z4J2,GLT6D1
Q7Z4L9,PPP1R42
Q7Z4N8,P4HA3
Q7Z4T8,GALNTL5
Q7Z553,MDGA2
Q7Z569,BRAP
Q7Z5A4,PRSS42P
Q7Z5D8,NANOGNB
Q7Z5J8,ANKAR
Q7Z5K2,WAPL
Q7Z5L0,VMO1
Q7Z5Q1,CPEB2
Q7Z5Q5,POLN
Q7Z5R6,APBB1IP
Q7Z5W3,BCDIN3D
Q7Z5Y7,KCTD20
Q7Z601,GPR142
Q7Z602,GPR141
Q7Z614,SNX20
Q7Z624,CAMKMT
Q7Z692,CEACAM19
Q7Z699,SPRED1
Q7Z6B7,SRGAP1
Q7Z6E9,RBBP6
Q7Z6I6,ARHGAP30
Q7Z6J4,FGD2
Q7Z6J6,FRMD5
Q7Z6K3,PTAR1
Q7Z6K4,NRARP
Q7Z6M1,RABEPK
Q7Z6M2,FBXO33
Q7Z6V5,ADAT2
Q7Z713,ANKRD37
Q7Z739,YTHDF3
Q7Z7A1,CNTRL
Q7Z7A4,PXK
Q7Z7D3,VTCN1
Q7Z7E8,UBE2Q1
Q7Z7G0,ABI3BP
Q7Z7G2,CPLX4
Q7Z7K2,ZNF467
Q7Z7L1,SLFN11
Q7Z7L9,ZSCAN2
Q7Z7M0,MEGF8
Q7Z7M9,GALNT5
Q86SF2,GALNT7
Q86SG5,S100A7A
Q86SG7,LYG2
Q86SJ6,DSG4
Q86SM5,MRGPRG
Q86SQ0,PHLDB2
Q86SQ4,ADGRG6
Q86SQ9,DHDDS
Q86SR1,GALNT10
Q86SS6,SYT9
Q86SX6,GLRX5
Q86T24,ZBTB33
Q86T29,ZNF605
Q86T65,DAAM2
Q86T96,RNF180
Q86TB3,ALPK2
Q86TH1,ADAMTSL2
Q86TI2,DPP9
Q86TI4,WDR86
Q86TJ5,ZNF554
Q86TL0,ATG4D
Q86TM3,DDX53
Q86TP1,PRUNE1
Q86TU7,SETD3
Q86TV6,TTC7B
Q86TX2,ACOT1
Q86TZ1,TTC6
Q86U10,ASPG
Q86U17,SERPINA11
Q86UD4,ZNF329
Q86UE3,ZNF546
Q86UE6,LRRTM1
Q86UE8,TLK2
Q86UK0,ABCA12
Q86UN3,RTN4RL2
Q86US8,SMG6
Q86UT5,PDZD3
Q86UT6,NLRX1
Q86UV5,USP48
Q86UW7,CADPS2
Q86UW8,HAPLN4
Q86UX6,STK32C
Q86UY5,FAM83A
Q86UY8,NT5DC3
Q86V21,AACS
Q86V71,ZNF429
Q86V86,PIM3
Q86V88,MDP1
Q86V97,KBTBD6
Q86VB7,CD163
Q86VD7,SLC25A42
Q86VE3,SATL1
Q86VF2,IGFN1
Q86VH4,LRRTM4
Q86VH5,LRRTM3
Q86VI3,IQGAP3
Q86VL8,SLC47A2
Q86VQ3,TXNDC2
Q86VR8,FJX1
Q86VS8,HOOK3
Q86VV4,RANBP3L
Q86VW1,SLC22A16
Q86VY4,TSPYL5
Q86VZ1,P2RY8
Q86VZ4,LRP11
Q86W10,CYP4Z1
Q86W24,NLRP14
Q86W25,NLRP13
Q86W26,NLRP10
Q86W28,NLRP8
Q86W34,AMZ2
Q86W50,METTL16
Q86W74,ANKRD46
Q86W92,PPFIBP1
Q86WA6,BPHL
Q86WA8,LONP2
Q86WC6,PPP1R27
Q86WD7,SERPINA9
Q86WG5,SBF2
Q86WI1,PKHD1L1
Q86WI3,NLRC5
Q86WJ1,CHD1L
Q86WK6,AMIGO1
Q86WK7,AMIGO3
Q86WN2,IFNE
Q86WS5,TMPRSS12
Q86WU2,LDHD
Q86WZ6,ZNF227
Q86X27,RALGPS2
Q86X45,DNAAF11
Q86X67,NUDT13
Q86X76,NIT1
Q86XA0,METTL23
Q86XE0,SNX32
Q86XE5,HOGA1
Q86XF0,DHFR2
Q86XH1,IQCA1
Q86XJ1,GAS2L3
Q86XK2,FBXO11
Q86XK7,VSIG1
Q86XL3,ANKLE2
Q86XP0,PLA2G4D
Q86XU0,ZNF677
Q86XW9,NME9
Q86XX4,FRAS1
Q86Y01,DTX1
Q86Y37,CACUL1
Q86Y38,XYLT1
Q86Y79,PTRH1
Q86Y82,STX12
Q86Y97,KMT5C
Q86YA3,ZGRF1
Q86YB7,ECHDC2
Q86YC3,NRROS
Q86YD5,LDLRAD3
Q86YH6,PDSS2
Q86YJ6,THNSL2
Q86YN6,PPARGC1B
Q86YQ8,CPNE8
Q86YR7,MCF2L2
Q86YS6,RAB43
Q86YS7,C2CD5
Q86YT5,SLC13A5
Q86YT9,JAML
Q86YV0,RASAL3
Q86YV6,MYLK4
Q86YW0,PLCZ1
Q86YW5,TREML1
Q86Z14,KLB
Q8IU54,IFNL1
Q8IU89,CERS3
Q8IUA0,WFDC8
Q8IUA7,ABCA9
Q8IUB2,WFDC3
Q8IUC8,GALNT13
Q8IUD6,RNF135
Q8IUE6,H2AC21
Q8IUF8,RIOX2
Q8IUH4,ZDHHC13
Q8IUK5,PLXDC1
Q8IUK8,CBLN2
Q8IUN9,CLEC10A
Q8IUQ0,CLVS1
Q8IUR5,TMTC1
Q8IUS5,EPHX4
Q8IUX7,AEBP1
Q8IUX8,EGFL6
Q8IUZ0,LRRC49
Q8IUZ5,PHYKPL
Q8IV01,SYT12
Q8IV04,TBC1D10C
Q8IV20,LACC1
Q8IV35,WDR49
Q8IV45,UNC5CL
Q8IV48,ERI1
Q8IV53,DENND1C
Q8IV63,VRK3
Q8IV77,CNGA4
Q8IVB4,SLC9A9
Q8IVF5,TIAM2
Q8IVF7,FMNL3
Q8IVH4,MMAA
Q8IVL5,P3H2
Q8IVL8,CPO
Q8IVP9,ZNF547
Q8IVS2,MCAT
Q8IVS8,GLYCTK
Q8IVU1,IGDCC3
Q8IVW4,CDKL3
Q8IVW6,ARID3B
Q8IW03,SIAH3
Q8IW19,APLF
Q8IW36,ZNF695
Q8IW45,NAXD
Q8IW52,SLITRK4
Q8IW75,SERPINA12
Q8IW92,GLB1L2
Q8IWB1,ITPRIP
Q8IWB6,TEX14
Q8IWB7,WDFY1
Q8IWE5,PLEKHM2
Q8IWF2,FOXRED2
Q8IWK6,ADGRA3
Q8IWL3,HSCB
Q8IWR0,ZC3H7A
Q8IWS0,PHF6
Q8IWT3,CUL9
Q8IWT6,LRRC8A
Q8IWU4,SLC30A8
Q8IWU5,SULF2
Q8IWU6,SULF1
Q8IWU9,TPH2
Q8IWV2,CNTN4
Q8IWW6,ARHGAP12
Q8IWW8,ADHFE1
Q8IWX7,UNC45B
Q8IWX8,CHERP
Q8IWY4,SCUBE1
Q8IWY8,ZSCAN29
Q8IWZ5,TRIM42
Q8IWZ8,SUGP1
Q8IX03,WWC1
Q8IX04,UEVLD
Q8IX12,CCAR1
Q8IX18,DHX40
Q8IX30,SCUBE3
Q8IXB1,DNAJC10
Q8IXF9,AQP12A
Q8IXH8,CDH26
Q8IXI1,RHOT2
Q8IXI2,RHOT1
Q8IXJ6,SIRT2
Q8IXK2,GALNT12
Q8IXL6,FAM20C
Q8IXL7,MSRB3
Q8IXN7,RIMKLA
Q8IXQ5,KLHL7
Q8IXQ9,ETFBKMT
Q8IXV7,KLHDC8B
Q8IXZ2,ZC3H3
Q8IY17,PNPLA6
Q8IY34,SLC15A3
Q8IY37,DHX37
Q8IY84,NIM1K
Q8IYB1,MB21D2
Q8IYB3,SRRM1
Q8IYB4,PEX5L
Q8IYB5,SMAP1
Q8IYB7,DIS3L2
Q8IYB8,SUPV3L1
Q8IYD2,KLHDC8A
Q8IYD8,FANCM
Q8IYH5,ZZZ3
Q8IYI8,ZNF440
Q8IYJ1,CPNE9
Q8IYK8,REM2
Q8IYM9,TRIM22
Q8IYP2,PRSS58
Q8IYQ7,THNSL1
Q8IYR2,SMYD4
Q8IYT2,CMTR2
Q8IYT4,KATNAL2
Q8IYU8,MICU2
Q8IYW4,ENTHD1
Q8IYX0,ZNF679
Q8IYX1,TBC1D21
Q8IZ02,LRRC34
Q8IZ20,ZNF683
Q8IZ26,ZNF34
Q8IZ41,RASEF
Q8IZ69,TRMT2A
Q8IZ83,ALDH16A1
Q8IZC6,COL27A1
Q8IZC7,ZNF101
Q8IZD2,KMT2E
Q8IZD6,SLC22A15
Q8IZD9,DOCK3
Q8IZE3,SCYL3
Q8IZF2,ADGRF5
Q8IZF4,ADGRG5
Q8IZF5,ADGRF3
Q8IZF6,ADGRG4
Q8IZH2,XRN1
Q8IZI9,IFNL3
Q8IZJ0,IFNL2
Q8IZJ1,UNC5B
Q8IZJ3,CPAMD8
Q8IZL2,MAML2
Q8IZM8,ZNF654
Q8IZP6,RNF113B
Q8IZP9,ADGRG2
Q8IZQ8,MYOCD
Q8IZS6,DYNLT2
Q8IZS8,CACNA2D3
Q8IZT8,HS3ST5
Q8IZU9,KIRREL3
Q8IZV5,RDH10
Q8IZX4,TAF1L
Q8IZY2,ABCA7
Q8N0V4,LGI2
Q8N0V5,GCNT2
Q8N0W4,NLGN4X
Q8N0X4,CLYBL
Q8N0Y7,PGAM4
Q8N0Z2,ABRA
Q8N0Z6,TTC5
Q8N118,CYP4X1
Q8N119,MMP21
Q8N122,RPTOR
Q8N126,CADM3
Q8N135,LGI4
Q8N136,DAW1
Q8N139,ABCA6
Q8N141,ZFP82
Q8N143,BCL6B
Q8N149,LILRA2
Q8N157,AHI1
Q8N158,GPC2
Q8N159,NAGS
Q8N165,PDIK1L
Q8N184,ZNF567
Q8N1A0,KRT222
Q8N1C3,GABRG1
Q8N1E6,FBXL14
Q8N1F7,NUP93
Q8N1G2,CMTR1
Q8N1G4,LRRC47
Q8N1M1,BEST3
Q8N1N0,CLEC4F
Q8N1N4,KRT78
Q8N1Q1,CA13
Q8N1Q8,THEM5
Q8N1T3,MYO1H
Q8N1V2,CFAP52
Q8N1W1,ARHGEF28
Q8N1W2,ZNF710
Q8N228,SCML4
Q8N239,KLHL34
Q8N257,H2BU1
Q8N283,ANKRD35
Q8N2C3,DEPDC4
Q8N2H3,PYROXD2
Q8N2H9,PELI3
Q8N2I2,ZNF619
Q8N2N9,ANKRD36B
Q8N2R0,OSR2
Q8N2S1,LTBP4
Q8N2Y8,RUSC2
Q8N302,AGGF1
Q8N339,MT1M
Q8N392,ARHGAP18
Q8N393,ZNF786
Q8N394,TMTC2
Q8N3A8,PARP8
Q8N3C0,ASCC3
Q8N3D4,EHBP1L1
Q8N3F8,MICALL1
Q8N3J5,PPM1K
Q8N3J6,CADM2
Q8N3K9,CMYA5
Q8N3U4,STAG2
Q8N3Y1,FBXW8
Q8N3Y7,SDR16C5
Q8N427,NME8
Q8N428,GALNT16
Q8N431,RASGEF1C
Q8N436,CPXM2
Q8N441,FGFRL1
Q8N442,GUF1
Q8N456,LRRC18
Q8N475,FSTL5
Q8N490,PNKD
Q8N4B4,FBXO39
Q8N4C6,NIN
Q8N4C7,STX19
Q8N4E4,PDCL2
Q8N4F0,BPIFB2
Q8N4F7,RNF175
Q8N4N8,KIF2B
Q8N4P3,HDDC3
Q8N4P6,LRRC71
Q8N4Q0,ZADH2
Q8N4S9,MARVELD2
Q8N4T0,CPA6
Q8N4T4,ARHGEF39
Q8N4W9,ZNF808
Q8N4X5,AFAP1L2
Q8N4Z0,RAB42
Q8N539,FIBCD1
Q8N543,OGFOD1
Q8N568,DCLK2
Q8N573,OXR1
Q8N587,ZNF561
Q8N594,MPND
Q8N5C6,SRBD1
Q8N5C8,TAB3
Q8N5D0,WDTC1
Q8N5D6,GBGT1
Q8N5I2,ARRDC1
Q8N5J4,SPIC
Q8N5M4,TTC9C
Q8N5N7,MRPL50
Q8N5S1,SLC25A41
Q8N5X7,EIF4E3
Q8N5Y8,PARP16
Q8N5Z0,AADAT
Q8N608,DPP10
Q8N653,LZTR1
Q8N684,CPSF7
Q8N687,DEFB125
Q8N693,ESX1
Q8N695,SLC5A8
Q8N697,SLC15A4
Q8N6C5,IGSF1
Q8N6D5,ANKRD29
Q8N6F8,METTL27
Q8N6G6,ADAMTSL1
Q8N6H7,ARFGAP2
Q8N6K7,SAMD3
Q8N6M6,AOPEP
Q8N6P7,IL22RA1
Q8N6T3,ARFGAP1
Q8N6U8,GPR161
Q8N6Y1,PCDH20
Q8N752,CSNK1A1L
Q8N7A1,KLHDC1
Q8N7B9,EFCAB3
Q8N7C0,LRRC52
Q8N7C7,RNF148
Q8N7G0,POU5F2
Q8N7K0,ZNF433
Q8N7M0,DYNLT5
Q8N7M2,ZNF283
Q8N7N1,FAM86B1
Q8N7P3,CLDN22
Q8N7Q3,ZNF676
Q8N7X4,MAGEB6
Q8N807,PDILT
Q8N819,PPM1N
Q8N823,ZNF611
Q8N859,ZNF713
Q8N883,ZNF614
Q8N884,CGAS
Q8N895,ZNF366
Q8N8A6,DDX51
Q8N8B7,TCEANC
Q8N8C0,ZNF781
Q8N8E2,ZNF513
Q8N8J6,ZNF615
Q8N8L2,ZNF491
Q8N8L6,ARL10
Q8N8N7,PTGR2
Q8N8Q3,ENDOV
Q8N8U2,CDYL2
Q8N8U3,RTL3
Q8N8U9,BMPER
Q8N8V2,GBP7
Q8N8X9,MAB21L3
Q8N8Z6,DCBLD1
Q8N8Z8,ZNF441
Q8N907,DAND5
Q8N957,ANKFN1
Q8N972,ZNF709
Q8N988,ZNF557
Q8N9B8,RASGEF1A
Q8N9C0,IGSF22
Q8N9F0,NAT8L
Q8N9F7,GDPD1
Q8N9F8,ZNF454
Q8N9I0,SYT2
Q8N9L1,ZIC4
Q8N9L9,ACOT4
Q8N9N2,ASCC1
Q8N9N7,LRRC57
Q8N9N8,EIF1AD
Q8N9S9,SNX31
Q8N9V2,TRIML1
Q8N9V3,WDSUB1
Q8N9W6,BOLL
Q8N9Z0,ZNF610
Q8N9Z9,LMNTD1
Q8NA19,L3MBTL4
Q8NA23,WDR31
Q8NA42,ZNF383
Q8NA54,IQUB
Q8NA56,TTC29
Q8NA75,DCAF4L2
Q8NA82,MARCHF10
Q8NAA4,ATG16L2
Q8NAP3,ZBTB38
Q8NB12,SMYD1
Q8NB37,GATD1
Q8NB42,ZNF527
Q8NB49,ATP11C
Q8NB50,ZFP62
Q8NB59,SYT14
Q8NB66,UNC13C
Q8NB90,SPATA5
Q8NBF1,GLIS1
Q8NBF2,NHLRC2
Q8NBK3,SUMF1
Q8NBN7,RDH13
Q8NBP0,TTC13
Q8NBP5,MFSD9
Q8NBT0,POC1A
Q8NBZ7,UXS1
Q8NC01,CLEC1A
Q8NC26,ZNF114
Q8NC42,RNF149
Q8NC60,NOA1
Q8NC69,KCTD6
Q8NC96,NECAP1
Q8NCB2,CAMKV
Q8NCE0,TSEN2
Q8NCF0,CLEC18C
Q8NCG7,DAGLB
Q8NCI6,GLB1L3
Q8NCJ5,SPRYD3
Q8NCK3,ZNF485
Q8NCL4,GALNT6
Q8NCM8,DYNC2H1
Q8NCN5,PDPR
Q8NCW6,GALNT11
Q8ND23,CARMIL3
Q8ND25,ZNRF1
Q8ND30,PPFIBP2
Q8ND71,GIMAP8
Q8NDG6,TDRD9
Q8NDH3,NPEPL1
Q8NDH6,ICA1L
Q8NDI1,EHBP1
Q8NDL9,AGBL5
Q8NDP4,ZNF439
Q8NDQ6,ZNF540
Q8NDT2,RBM15B
Q8NDV1,ST6GALNAC3
Q8NDX1,PSD4
Q8NDX2,SLC17A8
Q8NDX6,ZNF740
Q8NDY3,ADPRHL1
Q8NE09,RGS22
Q8NE18,NSUN7
Q8NE62,CHDH
Q8NE71,ABCF1
Q8NEA6,GLIS3
Q8NEE6,FBXL13
Q8NEG4,FAM83F
Q8NEJ0,DUSP18
Q8NEK5,ZNF548
Q8NEM1,ZNF680
Q8NEP9,ZNF555
Q8NES3,LFNG
Q8NET8,TRPV3
Q8NEU8,APPL2
Q8NEV1,CSNK2A3
Q8NEV4,MYO3A
Q8NEX9,SDR9C7
Q8NEZ2,VPS37A
Q8NEZ4,KMT2C
Q8NF37,LPCAT1
Q8NF86,PRSS33
Q8NF91,SYNE1
Q8NFD2,ANKK1
Q8NFD5,ARID1B
Q8NFF2,SLC24A4
Q8NFF5,FLAD1
Q8NFH3,NUP43
Q8NFH5,NUP35
Q8NFH8,REPS2
Q8NFI3,ENGASE
Q8NFJ6,PROKR2
Q8NFK1,GJC3
Q8NFM7,IL17RD
Q8NFN8,GPR156
Q8NFP4,MDGA1
Q8NFP7,NUDT10
Q8NFP9,NBEA
Q8NFQ5,BPIFB6
Q8NFQ6,BPIFC
Q8NFU1,BEST2
Q8NFV4,ABHD11
Q8NFW1,COL22A1
Q8NFW8,CMAS
Q8NFY9,KBTBD8
Q8NFZ4,NLGN2
Q8NFZ8,CADM4
Q8NG04,SLC26A10
Q8NG06,TRIM58
Q8NG08,HELB
Q8NG66,NEK11
Q8NG68,TTL
Q8NGJ6,OR51A4
Q8NGJ7,OR51A2
Q8NGJ9,OR51T1
Q8NH64,OR51A7
Q8NH67,OR52I2
Q8NHH9,ATL2
Q8NHP7,EXD1
Q8NHP8,PLBD2
Q8NHQ9,DDX55
Q8NHS0,DNAJB8
Q8NHS2,GOT1L1
Q8NHS3,MFSD8
Q8NHU6,TDRD7
Q8NHV1,GIMAP7
Q8NHV4,NEDD1
Q8NHY3,GAS2L2
Q8NHY5,HUS1B
Q8NHY6,ZFP28
Q8NI08,NCOA7
Q8NI29,FBXO27
Q8NI36,WDR36
Q8NI51,CTCFL
Q8NI77,KIF18A
Q8TA94,ZNF563
Q8TAA1,RNASE11
Q8TAB3,PCDH19
Q8TAD4,SLC30A5
Q8TAD8,SNIP1
Q8TAE7,KCNG3
Q8TAF7,ZNF461
Q8TAG9,EXOC6
Q8TAP4,LMO3
Q8TAQ5,ZNF420
Q8TAS1,UHMK1
Q8TAU3,ZNF417
Q8TAV3,CYP2W1
Q8TAV4,STOML3
Q8TAW3,ZNF671
Q8TAX0,OSR1
Q8TB36,GDAP1
Q8TB40,ABHD4
Q8TB45,DEPTOR
Q8TB69,ZNF519
Q8TB72,PUM2
Q8TB92,HMGCLL1
Q8TBB6,SLC7A14
Q8TBE0,BAHD1
Q8TBE9,NANP
Q8TBF4,ZCRB1
Q8TBG4,ETNPPL
Q8TBH0,ARRDC2
Q8TBJ5,FEZF2
Q8TBK2,SETD6
Q8TBN0,RAB3IL1
Q8TBP0,TBC1D16
Q8TBP6,SLC25A40
Q8TBY0,RBM46
Q8TBY9,CFAP251
Q8TBZ3,WDR20
Q8TBZ5,ZNF502
Q8TBZ6,TRMT10A
Q8TBZ8,ZNF564
Q8TC07,TBC1D15
Q8TC12,RDH11
Q8TC21,ZNF596
Q8TC27,ADAM32
Q8TC36,SUN5
Q8TC44,POC1B
Q8TC59,PIWIL2
Q8TC84,FANK1
Q8TC92,ENOX1
Q8TC94,ACTL9
Q8TCA0,LRRC20
Q8TCB6,OR51E1
Q8TCC7,SLC22A8
Q8TCE9,LGALS14
Q8TCF1,ZFAND1
Q8TCG2,PI4K2B
Q8TCG5,CPT1C
Q8TCJ2,STT3B
Q8TCN5,ZNF507
Q8TCS8,PNPT1
Q8TCU3,SLC7A13
Q8TCU5,GRIN3A
Q8TCV5,WFDC5
Q8TCW7,ZPLD1
Q8TCW9,PROKR1
Q8TCX5,RHPN1
Q8TD07,RAET1E
Q8TD17,ZNF398
Q8TD20,SLC2A12
Q8TD23,ZNF675
Q8TD26,CHD6
Q8TD30,GPT2
Q8TD57,DNAH3
Q8TD84,DSCAML1
Q8TD86,CALML6
Q8TD90,MAGEE2
Q8TD91,MAGEC3
Q8TDB8,SLC2A14
Q8TDE3,RNASE8
Q8TDF5,NETO1
Q8TDG4,HELQ
Q8TDI0,CHD5
Q8TDJ6,DMXL2
Q8TDL5,BPIFB1
Q8TDM6,DLG5
Q8TDN4,CABLES1
Q8TDQ0,HAVCR2
Q8TDQ1,CD300LF
Q8TDQ7,GNPDA2
Q8TDR0,TRAF3IP1
